"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2017120108515000";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017120111214650";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120111463956";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030711143521";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"50"
"IV2018030711265492";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018082407540429";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"90"
"IV2018082408442571";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010218580676";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"76"
"IV2019010219091816";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022612014191";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"30"
"IV2020021413283257";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"95"
"IV2020021413533466";"N2000meetnet_Grasland_BHM";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"3130_na";"N2k";"Habitatsleutel v5";NA;NA
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"6120";"N2k";"Habitatsleutel v5";NA;"26"
"IV2019030514375356";"N2000meetnet_Grasland_BHM";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"6120";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019030515422067";"N2000meetnet_Grasland_BHM";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"9120";"N2k";"Habitatsleutel v5";NA;NA
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"9120";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"9120";"N2k";"Habitatsleutel v5";NA;NA
"IV2017112915064012";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017112915243954";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017113008452613";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017113010102631";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017113010285455";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"64"
"IV2017113011505228";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022114510668";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021413575834";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021414132240";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020810390261";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"84"
"IV2019021809433664";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019021811453524";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019021914301511";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"86"
"IV2019021914494248";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022114385849";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020609412094";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020612275238";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020612581446";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020613402086";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020714420536";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"89"
"IV2019020715455743";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"62"
"IV2019010309483876";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012509053642";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012511170725";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012515324710";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012515495181";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010208003898";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010208185391";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010215101106";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"71"
"IV2019010215472640";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010309035047";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"83"
"IV2019010309225163";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120114521398";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017120117414722";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030614095561";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030614122464";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030714024007";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030714233862";"N2000meetnet_Grasland_BHM";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"ae";"BWK";"Ecotoop2001";"eutrofe plas";NA
"IV2019010406472400";"N2000meetnet_Moeras_BHM";"ao";"BWK";"Ecotoop2001";"oligotroof tot mesotroof water";"17"
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"ao+";"BWK";"Ecotoop2001";"oligotroof tot mesotroof water";NA
"IV2019020415303598";"N2000meetnet_Moeras_BHM";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"9"
"IV2018030719311738";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"30"
"IV2018030719484292";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"30"
"IV2018031009120638";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"50"
"IV2019010315434974";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";NA
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"25"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"80"
"IV2018030719311738";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"70"
"IV2018030719484292";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"70"
"IV2020021211314188";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021211431471";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021212123304";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021215272236";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020020718203772";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021210331572";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021210415831";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2020021211170625";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2019010315434974";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"68"
"IV2019010406472400";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"83"
"IV2019010407103073";"N2000meetnet_Moeras_BHM";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2018031009120638";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"50"
"IV2018031009213148";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2018031015311631";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2018031021192601";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2019020415303598";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"91"
"IV2019020508032046";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"20"
"IV2018031113285776";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2018031113221134";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2019010315520211";"N2000meetnet_Moeras_BHM";"ces-";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2019010315434974";"N2000meetnet_Moeras_BHM";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";NA
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";NA
"IV2019020508032046";"N2000meetnet_Moeras_BHM";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";"80"
"IV2019013112081884";"N2000meetnet_Moeras_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"60"
"IV2019020110485762";"N2000meetnet_Moeras_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"90"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"hc";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"10"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"hc-";"BWK";"Ecotoop2001";"vochtig, matig voedselrijk grasland (""dotterbloemhooiland"")";"10"
"IV2019013112081884";"N2000meetnet_Moeras_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"15"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"30"
"IV2019020510392459";"N2000meetnet_Moeras_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"28"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"64"
"IV2019010408021541";"N2000meetnet_Moeras_BHM";"hrb";"BWK";"Ecotoop2001";"verruigd grasland met struik- of boomopslag";"13"
"IV2018030719161925";"N2000meetnet_Moeras_BHM";"kh";"BWK";"Ecotoop2001";"houtkant of oude heg";"20"
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"mr";"BWK";"Ecotoop2001";"rietland";"5"
"IV2018031010111411";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2018031108343898";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2018031109022283";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2020021916032116";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019020512553396";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2020021416312620";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"35"
"IV2020021416372690";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2020021915563894";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"60"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"10"
"IV2019020510392459";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"72"
"IV2019020510571326";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"26"
"IV2019020110485762";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"10"
"IV2019020111131657";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019020119240586";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"20"
"IV2019020120260519";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2019010407330134";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019010408021541";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"87"
"IV2019010408132142";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"78"
"IV2019010911305760";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019013112081884";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"25"
"IV2018031112563585";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";NA
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"36"
"IV2019010406365884";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019010407172748";"N2000meetnet_Moeras_BHM";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2018030719161925";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"80"
"IV2018030719244841";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2018031010191687";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";NA
"IV2020021416312620";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"65"
"IV2019020120260519";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"20"
"IV2018031113042338";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";NA
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"sm";"BWK";"Ecotoop2001";"gagelstruweel ";"10"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"sm";"BWK";"Ecotoop2001";"gagelstruweel ";"10"
"IV2018030719311738";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"70"
"IV2018030719484292";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"70"
"IV2018031009120638";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"50"
"IV2018031009213148";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031015311631";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031021192601";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021211314188";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021211431471";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021212123304";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021215272236";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020415303598";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"91"
"IV2019020508032046";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"20"
"IV2020020718203772";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021210331572";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021210415831";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021211170625";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031113221134";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031113285776";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010315434974";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"68"
"IV2019010315520211";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010406472400";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"83"
"IV2019010407103073";"N2000meetnet_Moeras_BHM";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"rbbms";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"rbbms";"N2k";"Habitatsleutel v5";NA;NA
"IV2020021416312620";"N2000meetnet_Moeras_BHM";"rbbms";"N2k";"Habitatsleutel v5";NA;"65"
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"3150";"N2k";"Habitatsleutel v5";NA;NA
"IV2018030719311738";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"30"
"IV2018030719484292";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"30"
"IV2018031009120638";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019010315434974";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"32"
"IV2019020508032046";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"80"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"80"
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"rbbsm";"N2k";"Habitatsleutel v5";NA;"26"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"rbbsm";"N2k";"Habitatsleutel v5";NA;"10"
"IV2018030719161925";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;NA
"IV2019013112081884";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"60"
"IV2019020110485762";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"90"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020120260519";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020510392459";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"28"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"64"
"IV2019010408021541";"N2000meetnet_Moeras_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"13"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"rbbhc";"N2k";"Habitatsleutel v5";NA;"10"
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"rbbmr";"N2k";"Habitatsleutel v5";NA;"5"
"IV2018030719161925";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"80"
"IV2018030719244841";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031010111411";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031010191687";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031108343898";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031109022283";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021416372690";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021915563894";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021916032116";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020510153108";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"10"
"IV2019020510392459";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"72"
"IV2019020510571326";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020512391292";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"26"
"IV2019020512553396";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021416312620";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"35"
"IV2019020111131657";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020119240586";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"99"
"IV2019020120070464";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019020120260519";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020415303598";"N2000meetnet_Moeras_BHM";"3110";"N2k";"Habitatsleutel v5";NA;"9"
"IV2019020509150134";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"69"
"IV2019010408021541";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"87"
"IV2019010408132142";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010911142819";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"78"
"IV2019010911305760";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019013112081884";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"25"
"IV2019020110485762";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"10"
"IV2018031112563585";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018031113042338";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010406260429";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"36"
"IV2019010406365884";"N2000meetnet_Moeras_BHM";"7140_meso";"N2k";"Habitatsleutel v5";NA;"100"
